parable,book,source,source_interpretation,pos_A,pos_C,pos_RR,pos_V,pos_RP,pos_RA,pos_N,pos_RD,pos_P,pos_D,pos_A_C,pos_C_RR,pos_RR_V,pos_V_RP,pos_RP_RA,pos_RA_N,pos_N_RD,pos_RD_C,pos_C_V,pos_RP_V,pos_V_N,pos_N_A,pos_A_RR,pos_N_P,pos_P_RA,pos_N_C,pos_V_RA,pos_C_D,pos_D_V,pos_V_V,pos_V_C,pos_C_P,pos_C_A,pos_A_RA,pos_RA_V,pos_N_RP,pos_RP_A,person_3,person_3_3,tense_P,tense_F,tense_A,tense_Y,tense_I,tense_P_P,tense_P_F,tense_F_A,tense_A_A,tense_A_Y,tense_Y_P,tense_A_I,active_A,active_P,active_A_A,active_A_P,active_P_A,mode_I,mode_P,mode_I_I,mode_I_P,mode_P_P,mode_P_I,number_S,number_P,number_S_S,number_S_P,number_P_P,number_P_S,case_N,case_G,case_A,case_D,case_N_N,case_N_G,case_G_A,case_A_A,case_A_D,case_D_D,case_D_N,case_A_N,case_N_D,case_D_A,case_N_A,case_G_N,gender_M,gender_F,gender_M_M,gender_M_F,gender_F_F,gender_F_M,count_ἑαυτοῦ,count_ἄν,count_ἀλλ’,count_ἀλλά,count_ἄλλος,count_ἀπό,count_ἄρα,count_αὐτός,count_δ’,count_δέ,count_δή,count_διά,count_δαί,count_δαίς,count_ἔτι,count_ἐγώ,count_ἐκ,count_ἐμός,count_ἐν,count_ἐπί,count_εἰ,count_εἰς,count_γάρ,count_γε,count_γα^,count_ἡ,count_ἤ,count_καί,count_κατά,count_μέν,count_μετά,count_μή,count_ὁ,count_ὅδε,count_ὅσ,count_ὅς,count_ὅστις,count_ὅτι,count_οὕτως,count_οὗτος,count_οὔτε,count_οὖν,count_οὐδείς,count_οἱ,count_οὐ,count_οὐδέ,count_οὐκ,count_περί,count_πρός,count_σύ,count_σύν,count_τά,count_τε,count_τήν,count_τῆς,count_τῇ,count_τι,count_τί,count_τις,count_τίς,count_τό,count_τοί,count_τοιοῦτος,count_τόν,count_τούς,count_τοῦ,count_τῶν,count_τῷ,count_ὑμός,count_ὑπέρ,count_ὑπό,count_ὡς,count_ὦ,count_ὥςτε,count_ἐάν,count_παρά,count_σός,count_εὐθὺς,count_πάλιν,avg_word_length,unique_word_ratio,stop_words_ratio,is_dialog,capitalized_words,substring_comma,substring_dot,substring_median,substring_kai,avg_len_comma,avg_len_dot,avg_len_median,nbr_words,nominative_positions,verb_positions,pos_diversity,inflectional_complexity,verb_noun_ratio,adj_noun_agreement,pronoun_density,alternation_patterns,clause_complexity,head_dependent_ratio,subordination_complexity,content_word_ratio,repetition_intensity,adjective_before_noun,adjective_after_noun,case_distribution,tense_variation,clitic_density,enclitic_chains,aorist_imperfect_ratio,middle_voice_frequency,reflexive_constructions,noun_qualifier_noun,pos_RI,pos_RI_C,pos_C_RP,pos_N_N,pos_V_RR,pos_V_A,pos_V_P,pos_P_RP,pos_RP_C,pos_RP_RI,pos_RI_V,pos_A_A,pos_A_V,pos_N_V,pos_N_RR,pos_N_RA,pos_RP_P,pos_RA_D,pos_RA_C,pos_P_N,pos_RD_A,person_2,person_1,person_2_2,person_2_1,person_1_1,person_1_3,tense_X,tense_F_P,tense_P_A,tense_A_X,tense_X_A,tense_A_P,active_M,active_A_M,active_M_A,mode_N,mode_I_N,mode_N_N,mode_N_P,case_V,case_A_V,case_V_V,case_V_A,case_G_G,case_A_G,case_G_D,gender_N,gender_N_M,gender_M_N,gender_F_N,gender_N_F,gender_N_N,pos_X,pos_A_P,pos_C_RA,pos_A_N,pos_C_C,pos_D_X,pos_X_V,active_P_P,pos_RA_A,pos_C_N,tense_F_F,active_P_M,pos_V_RI,pos_D_A,pos_D_RA,tense_A_F,mode_S,mode_N_S,mode_S_I,mode_P_N,pos_RA_RP,pos_RP_N,pos_A_RP,pos_P_RR,tense_X_P,tense_P_Y,mode_P_S,pos_N_RI,pos_RI_RA,pos_A_D,pos_RR_RA,pos_RP_D,person_3_1,person_3_2,tense_I_I,tense_I_P,mode_N_I,pos_V_X,pos_RP_RR,pos_RR_C,pos_D_D,tense_I_A,mode_D,mode_P_D,pos_N_D,person_2_3,tense_P_I,mode_D_I,mode_N_D,pos_P_A,pos_A_RD,pos_RD_V,case_D_G,pos_RA_P,active_M_P,pos_RP_X,pos_N_X,pos_X_C,pos_V_D,pos_D_C,pos_C_RI,pos_RR_N,pos_RR_D,pos_D_RR,mode_I_S,mode_S_S,mode_I_D,pos_RR_X,pos_X_D,mode_S_D,pos_D_N,tense_P_X,pos_P_C,pos_X_A,person_1_2,mode_D_N,mode_D_D,case_D_V,pos_RR_RI,pos_RI_X,pos_RI_RD,pos_RD_RA,mode_D_S,mode_S_N,pos_RI_P,pos_RP_RD,pos_RD_D,pos_D_RP,pos_P_X,pos_X_RA,case_V_D,pos_RI_A,pos_V_RD,pos_D_P,active_M_M,case_G_V,case_N_V,pos_C_RD,pos_D_RD,tense_I_X,mode_S_P,pos_RR_A,pos_P_RI,pos_RI_RP,tense_X_I,pos_P_RD,pos_RD_N,tense_X_F,tense_F_I,pos_RI_N,pos_A_X,pos_RP_RP,pos_P_D,pos_X_RD,mode_O,mode_D_P,mode_I_O,mode_O_I,case_V_N,pos_A_RI,pos_RD_P,tense_Y_X,pos_C_X,pos_X_X,pos_RI_D,pos_X_N,tense_X_X,pos_RR_RD,pos_RD_RR,pos_RD_RD,pos_RA_RA,tense_I_F,pos_P_V,pos_X_RP,tense_Y_A,tense_F_Y,tense_F_X
The Wise and the Foolish Builders,Mt,Double,"['Double', 'Q (RHK)']",5.0,16.0,3.0,20.0,7.0,17.0,18.0,4.0,3.0,2.0,1.0,1.0,3.0,6.0,4.0,16.0,4.0,4.0,11.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,17.0,4.0,2.0,12.0,1.0,1.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,17.0,3.0,13.0,3.0,3.0,18.0,2.0,16.0,1.0,1.0,1.0,52.0,22.0,45.0,6.0,16.0,6.0,23.0,5.0,18.0,10.0,14.0,5.0,4.0,12.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,30.0,24.0,26.0,4.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.38,0.5,0,0,8,4,0,0,12.25,19.2,0.0,100,23,20,10,25,1.1111111111111112,0,0.031578947368421054,0,16,1.1944444444444444,47,0.45263157894736844,10,0,2,56,6,0,0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Wise and the Foolish Builders,Lk,Double,"['Double', 'Q (RHK)']",6.0,12.0,3.0,25.0,7.0,11.0,17.0,2.0,5.0,4.0,0.0,0.0,3.0,5.0,2.0,8.0,2.0,1.0,7.0,2.0,6.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,10.0,10.0,1.0,13.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,21.0,1.0,17.0,1.0,1.0,15.0,8.0,9.0,4.0,3.0,5.0,64.0,7.0,58.0,5.0,2.0,5.0,20.0,9.0,15.0,10.0,11.0,2.0,0.0,7.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,29.0,17.0,22.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2727272727272725,0.47474747474747475,0.42424242424242425,2,0,7,2,4,0,13.857142857142858,32.333333333333336,24.0,99,20,25,11,30,1.4705882352941178,0,0.05319148936170213,0,12,1.7142857142857142,37,0.5106382978723404,11,0,0,56,5,0,0,13.0,3,0,0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Wine into Old Wineskins,Mt,Triple,['Triple'],9.0,10.0,0.0,9.0,1.0,5.0,13.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,9.0,0.0,8.0,0.0,0.0,0.0,23.0,14.0,19.0,4.0,10.0,3.0,10.0,5.0,11.0,2.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339285714285714,0.6428571428571429,0.39285714285714285,0,0,5,2,4,0,10.8,18.0,13.5,56,10,9,9,21,0.6923076923076923,1,0.07547169811320754,0,10,1.631578947368421,16,0.5849056603773585,6,1,6,28,2,0,0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,12.0,1.0,1.0,0.0,0.0,11.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Wine into Old Wineskins,Mk,Triple,['Triple'],11.0,9.0,0.0,6.0,1.0,7.0,13.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,30.0,8.0,26.0,4.0,4.0,3.0,12.0,5.0,15.0,0.0,7.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.107142857142857,0.5357142857142857,0.44642857142857145,0,0,5,3,3,0,10.8,13.5,18.0,56,12,6,8,21,0.46153846153846156,2,0.07547169811320754,0,9,1.5,17,0.5660377358490566,7,2,6,32,3,0,0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,1.0,1.0,0.0,0.0,13.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Wine into Old Wineskins,Lk,Triple,['Triple'],12.0,8.0,0.0,8.0,1.0,5.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,6.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,7.0,1.0,5.0,1.0,0.0,1.0,24.0,9.0,19.0,4.0,5.0,4.0,14.0,0.0,12.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,25.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9166666666666665,0.5416666666666666,0.375,1,0,3,2,5,0,15.333333333333334,15.333333333333334,9.0,48,14,8,8,22,1.1428571428571428,0,0.045454545454545456,0,8,1.8,14,0.6136363636363636,6,0,4,26,4,0,0,1.0,1,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Strong Man,Mt,Triple,"['Triple', 'Disputed Q (RHK)']",3.0,4.0,0.0,5.0,2.0,5.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,13.0,1.0,1.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.793103448275862,0.6896551724137931,0.4827586206896552,0,0,2,1,0,0,13.5,14.0,0.0,29,1,5,9,24,1.6666666666666667,0,0.037037037037037035,0,4,1.1,12,0.4074074074074074,7,0,0,14,4,0,0,3.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Strong Man,Mk,Triple,"['Triple', 'Disputed Q (RHK)']",4.0,3.0,0.0,5.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,2.0,14.0,1.0,1.0,1.0,2.0,4.0,9.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.148148148148148,0.6666666666666666,0.48148148148148145,0,0,2,1,0,0,12.5,13.0,0.0,27,2,5,8,25,1.6666666666666667,0,0.04,0,3,1.3333333333333333,10,0.48,7,0,0,15,4,0,0,3.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
